Name	Type	Category	Base Power	Accuracy	Priority	Description	Max PP	Makes Contact?	Level	Range	Natural Users	Flavor Text	Porting Status	Meta
Clangorous Soul	Dragon	Status			0	Raises all user's stats by one stage, but loses 1/3 of their current HP.	5	No	68	Self	1	The user raises all its stats by using some of its HP.	OK	calculating 1/3 of current HP might be tough but it has to be implemented somehow
Clear Smog	Poison	Special	50	20	0	Removes all of the target's stat changes, both positive and negative. Stat changes are ones which affect Attack, Defense, Speed, Accuracy, Evasion, etc. Status effects such as Poison are unchanged.	15	No	12	Single Pokémon within 10m	12	The user attacks the target by throwing a clump of special mud. All stat changes are returned to normal.	OK	Clarified what stat changes are resolved.
Close Combat	Fighting	Physical	120	20	0	Close Combat deals damage but lowers the user's Defense and Special Defense by one stage each after attacking.	5	Yes	60	Single adjacent Pokémon	24	The user fights the target up close without guarding itself. This also lowers the user’s Defense and Sp. Def stats.	OK	I considered making this once-per-battle since it has PP of 5, but I think the debuff balances it out enough.
Coaching	Fighting	Status			0	The user properly coaches its ally Pokémon, boosting their Attack and Defense stats by one stage.	10	No	20	Single Ally Pokémon within 10m	0		OK	
Coil	Poison	Status			0	Coil raises the user's Attack, Defense and Accuracy by one stage each.	20	No	48	Self	7	The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.	OK	
Comet Punch	Normal	Physical	18	17	0	Comet Punch hits 1d4+1 times per turn used. See rules on "Multi-Hit Moves" for details.	15	Yes	15	One or more adjacent Pokémon	7	The target is hit with a flurry of punches that strike two to five times in a row.	OK	
Confide	Normal	Status			0	Confide lowers the target's Special Attack by one stage.	20	No	1	Single Pokémon within 10m	3	The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target’s Sp. Atk stat.	OK	
Confuse Ray	Ghost	Status			0	Confuse Ray causes the target to become confused. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.	10	No	10	Single Pokémon within 10m	56	The target is exposed to a sinister ray that triggers confusion.	OK	
Confusion	Psychic	Special	50	20	0	Confusion deals damage and has a 10% chance (a d20 rolls 19 or 20) of confusing the target. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.	25	No	1	Single Pokémon within 10m	74	The target is hit by a weak telekinetic force. This may also confuse the target.	OK	
Constrict	Normal	Physical	10	20	0	Constrict deals damage and has a 10% chance (a d20 rolls 19 or 20) of lowering the target's Speed by one stage.	35	Yes	1	Single adjacent Pokémon	19	The target is attacked with long, creeping tentacles, vines, or the like. This may also lower the target’s Speed stat.	OK	
Conversion	Normal	Status			0	Conversion changes the user's type to the same type as one of the moves in the Pokémon's move list.	30	No	1	Self	3	The user changes its type to become the same type as the move at the top of the list of moves it knows.	OK	
Conversion 2	Normal	Status			0	Conversion 2 changes the user's type to one that is resistant (or immune) to the last move used by the target, randomly. For example, if the target last used a Fighting type move, Conversion 2 would change the user's type to one of Poison, Flying, Psychic, Bug, Ghost or Fairy at random.	30	No	25	Single Pokémon within view	3	The user changes its type to make itself resistant to the type of the attack the target used last.	OK	Need to clarify how the random selection is done
Copycat	Normal	Status			0	The user mimics the Move used immediately before it. The Move fails if no other Move has been used yet.        	20	No	1	Self	33	The user mimics the move used immediately before it. The move fails if no other move has been used yet.	OK	
Core Enforcer	Dragon	Special	100	20	0	If any Pokémon struck by this attack have previously attacked the user, this move eliminates the effect of the target's Ability for the duration of the battle.	10	No	1	All enemy Pokémon within 20m	1	If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target’s Ability.	OK	The original description of this one is vague, so I reinterpreted it as a "revenge" mechanic
Corrosive Gas	Poison	Status			0	The user surrounds everything around its target with highly acidic gas and melts away items they hold.	40	No	20	Single Pokémon within 10m	0	The user surrounds everything around its target with highly acidic gas and melts away items they hold.	OK	
Cosmic Power	Psychic	Status			0	Cosmic Power raises the user's Defense and Special Defense by one stage each.	20	No	24	Self	14	The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.	OK	
Cotton Guard	Grass	Status			0	Cotton Guard raises the user's Defense by three stages.	10	No	36	Self	10	The user protects itself by wrapping its body in soft cotton, which drastically raises the user’s Defense stat.	OK	
Cotton Spore	Grass	Status			0	Cotton Spore lowers the target's Speed by two stages.	40	No	24	All enemy Pokémon within 10m	6	The user releases cotton-like spores that cling to opposing Pokémon, which harshly lowers their Speed stats.	OK	
Counter	Fighting	Physical	-	20	-5	If the user is hit by a Physical Attack before the start of their next turn, the user strikes back with a Fighting-type attack with 2x of that move's base power.	20	Yes	30	Self	32	A retaliation move that counters any physical attack, inflicting double the damage taken.	OK	Clarified the nature of the counterattack
Court Change	Normal	Status			0	Swaps the effects on either side of the field.	10	No	62	Targets the entire field.	1	With its mysterious power, the user swaps the effects on either side of the field.	Broken	No idea how to interpret this one
Covet	Normal	Physical	60	20	0	Covet deals damage and steals the target's held item, if the user is not holding an item. If the item would activate on attack (e.g. Focus Band), it does so before being stolen. If the item is consumable on attack (e.g. Focus Sash) then the item is consumed as normal and cannot be stolen. Pokémon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina; Type Plates cannot be removed from Arceus; Drives cannot be removed from Genesect; and Mega Stones cannot be removed from their respective Pokémon.	25	Yes	1	Single adjacent Pokémon	25	The user endearingly approaches the target, then steals the target’s held item.	OK?	This is just the same thing as Thief
Crabhammer	Water	Physical	100	18	0	Crabhammer deals damage and uses critical dice.	10	Yes	52	Single adjacent Pokémon	6	The target is hammered with a large pincer. Critical hits land more easily.	OK	
Crafty Shield	Fairy	Status			3	Crafty Shield protects the user and their allies from any Status category move targeted at them, until the beginning of the user's next turn. It has priority +3 so will activate before most other moves. It does not protect against the moves Perish Song, Spikes, Stealth Rock, Toxic Spikes, or Sticky Web; and it does not prevent moves that target the attacker itself (such as Rest).	10	No	20	Self and all allies within 30m	6	The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.	OK	
Cross Chop	Fighting	Physical	100	16	0	Cross Chop deals damage and uses critical dice.	5	Yes	48	Single adjacent Pokémon	7	The user delivers a double chop with its forearms crossed. Critical hits land more easily.	OK	
Cross Poison	Poison	Physical	70	20	0	Cross Poison deals damage and has a 10% chance (a d20 rolls 19 or 20) of poisoning the target. It also uses critical dice. Poison or Steel type Pokémon, those with the ability Immunity or those behind a Substitute cannot be poisoned.	20	Yes	39	Single adjacent Pokémon	4	A slashing attack with a poisonous blade that may also poison the target. Critical hits land more easily.	OK	
Crunch	Dark	Physical	80	20	0	Crunch deals damage and has a 20% chance (a d20 rolls 17 or higher) of lowering the target's Defense by one stage.	15	Yes	32	Single adjacent Pokémon	102	The user crunches up the target with sharp fangs. This may also lower the target’s Defense stat.	OK	
Crush Claw	Normal	Physical	75	19	0	Crush Claw deals damage and has a 50% chance (a d20 rolls 11 or higher) of lowering the target's Defense by one stage.	10	Yes	25	Single adjacent Pokémon	10	The user slashes the target with hard and sharp claws. This may also lower the target’s Defense stat.	OK	
Crush Grip	Normal	Physical	-	20	0	Crush Grip's base power is equal to the current HP of the target Pokémon, to a maximum of 110.	5	Yes	78	Single adjacent Pokémon	1	The target is crushed with great force. The more HP the target has left, the greater this move’s power.	OK?	It's simplest to just use the straight HP value for power but I haven't tested out how balanced that is.
Curse	Ghost	Status			0	Curse is a unique move that works differently for Ghost-type Pokémon than other Pokémon. Ghost-type Pokémon use 50% of their current HP to lower the target's current HP by 50%. For all other Pokémon, Curse raises the user's Attack and Defense by one stage each and lowers Speed by one stage.	10	No	30	Single Pokémon within view	47	A move that works differently for the Ghost type than for all other types.	OK?	Changed to flat percentage, but also is this imbalanced against bosses?
